Column2,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
14, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES
15,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
16,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
17,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
18,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
19,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
20, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
21,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
22, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
23, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
24,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
25, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES
26,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
27, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
28, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES
29,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
30, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
31,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
32, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
33, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
34,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
35, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES
36, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES
37,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
38,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
39,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
40,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
41,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
42, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
43,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
44, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
45,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
46, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
47,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
48,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
49, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
50, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
51, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
52, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES
53,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
54, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
55,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
56,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
57, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
58,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO
59,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
60, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
61, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES
62,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
63, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
64, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
65,YES, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO
66,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
67, NO, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES
68,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
69,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
70, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
71, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
72,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
73,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
74, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
75, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
76, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
77,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
78, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
1, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
2,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
3, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
4,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
5, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO
6, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
7,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
8,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,YES, NO
9,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
10,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
11,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
12, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
13,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
14, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
15, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,YES, NO
16, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
17, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
18, NO, NO,YES,YES, NO,YES, NO, NO, NO, NO,YES, NO
19,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
20,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
21, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
22, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
23,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
24, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
25,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
26, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO
27, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
28,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
29,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,YES, NO
30,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
31,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
32,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
33, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
34,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
35, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
36, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,YES, NO
37, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
38, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
39, NO, NO,YES,YES, NO,YES, NO, NO, NO, NO,YES, NO
40,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
41,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
42, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
43, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
44,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
45,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
46, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
47, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES
48, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES
49,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
50,YES, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO, NO
51, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
52, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
53,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
54, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
55, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
56,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO, NO
57, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
58, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
59, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,YES, NO
60,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
61, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
62,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO
63, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
64, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO
65,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
66, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
67, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO
68, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
69,YES, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO
70,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
71, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
72,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
73, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
74, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
75,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
76, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO,YES, NO
77,YES, NO,YES, NO,YES, NO, NO, NO, NO, NO,YES, NO
78, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
79, NO, NO, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO
80, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
81, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
82, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES
83,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
84,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
85, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO
86,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
87,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO
88, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
89, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
90,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
91,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
92,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
93, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
1, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
2, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
3, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
4, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
5, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO
6, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
7, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
8, NO, NO,YES, NO, NO, NO,YES,YES, NO,YES, NO, NO
9, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
10, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
11, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
12, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
13, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
14, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
15, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES
16,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
17, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
18,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
19, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
20,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
21, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
22, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
23, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
24, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
25, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
26, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO
27, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
28, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
29, NO, NO,YES, NO, NO, NO,YES,YES, NO,YES, NO, NO
30, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
31, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
32, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
33, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
34, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
35, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
36, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES
37,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
38, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
39,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
40, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
41,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
42, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
43, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
44,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
45,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
46, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
47, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
48, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES
49,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
50,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO
51, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
52, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
53,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
54, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
55, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
56, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES
57, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
58,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
59,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
60, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
61,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
62,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
63, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
64, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
65, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
66, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
67,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO, NO
68, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
69,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO
70,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
71, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
72, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES
73,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
74, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
75,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
76, NO, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES
77, NO,YES, NO, NO, NO, NO, NO,YES, NO,YES, NO,YES
78, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
79, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
80, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
81,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
82, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES
83,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
84,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
85, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
86, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
87,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
88, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
89, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
90, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO
91, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
92,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
93, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
1, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
2,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
3, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
4, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
5,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
6, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
7,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
8,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
9,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
10,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
11,YES, NO, NO, NO,YES,YES, NO,YES, NO, NO, NO, NO
12,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
13,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO
14, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
15,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO
16, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
17, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO
18, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO
19, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
20, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
21, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
22, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
23,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
24, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
25, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
26, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
27, NO,YES, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
28, NO,YES, NO, NO, NO,YES, NO,YES, NO,YES, NO, NO
29, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
30,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
31, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
32,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
33,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO
34,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO
35,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
36, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
37, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
38, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,YES, NO
39, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
40,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO
41,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
42, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
43, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
44,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
45, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES
46, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO
47,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
48,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
49,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
50,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
51,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
52, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES
53, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
54, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
55, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
56, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
57, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,YES, NO
58, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
59, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
60, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO
61, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
62, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
63, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
64,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
65, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES
66,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
67,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
68, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
69, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
70, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
71, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
72, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
73, NO, NO,YES, NO,YES,YES, NO, NO, NO, NO,YES, NO
74, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
75, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
76, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
77, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO
78, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
79, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO
80, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO
81, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
82, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
1,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
2,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
3, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
4, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO
5,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
6, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO
7, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO
8,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
9,YES, NO, NO, NO,YES,YES, NO, NO, NO, NO,YES, NO
10, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
11,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
12,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
13,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO
14, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO
15,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO
16,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO
17,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO
18, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO
19, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO
20, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
21, NO,YES, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO
22,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO
23, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
24,YES,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO
25, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO
26,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
27, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
28, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
29, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO
30,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
31,YES, NO, NO, NO,YES,YES, NO, NO, NO, NO,YES, NO
32,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
33,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
34,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO
